PLOT,MEASYEAR,PUB_LAT,PUB_LONG,FIRST_CN,FIRST_PLTCN,COUNTYCD,FIRST_INVYR,ALL_TRTCD,CYCLE5_MMT,CYCLE6_MMT,CYCLE7_MMT,CYCLE8_MMT,2021
2696,2002,44.71196,-68.99521,70242296010538,53022679010538,19,2002,0,0.255,0.293,0.335,0.364,0.364
2697,2002,45.52978,-68.90698,70243200010538,53023652010538,19,2002,10,0.051,0.057,0.052,0.074,0.074
2698,2002,43.6134,-70.84222,70284426010538,52980489010538,31,2002,0,0.01,0.012,0.017,0.022,0.022
2699,2002,45.96899,-68.50853,70246087010538,53026880010538,19,2002,0,0,0,0,0,0
2700,2002,45.12165,-68.7974,70243470010538,53023939010538,19,2002,10,0.059,0.082,0.055,0.075,0.075
2701,2002,45.98684,-68.11332,70234754010538,52991336010538,3,2002,10,0.143,0.17,0.16,0.184,0.184
2702,2002,47.23492,-68.20173,70203373010538,52995596010538,3,2002,50,0.014,0.042,0.068,0.1,0.1
2703,2002,45.60115,-68.63017,70245884010538,53026670010538,19,2002,0,0.282,0.306,0.347,0.378,0.378
2704,2002,44.88004,-67.71755,70280456010538,52976493010538,29,2002,0,0.195,0.229,0.261,0.317,0.317
2705,2002,46.68568,-69.19619,70205719010538,52997962010538,3,2002,50,0.096,0.139,0.127,0.158,0.158
2706,2002,44.36498,-68.27719,70216208010538,53008696010538,9,2002,0,0.163,0.151,0.171,0.185,0.185
2707,2003,44.78732,-67.10236,70360834010538,53061455010538,29,2003,10,0.162,0.199,0.248,0.302,0.302
2708,2003,45.60647,-69.005937,70331655010538,53031320010538,21,2003,0,0.197,0.195,0.266,0.297,0.297
2709,2003,43.41814,-70.923898,70365023010538,53065751010538,31,2003,0,0,0,0,0,0
2712,2003,46.4267,-69.473181,70334713010538,53034556010538,21,2003,50,0.137,0.167,0.209,0.268,0.268
2715,2003,44.88701,-69.029552,70327897010538,53096759010538,19,2003,0,0.198,0.258,0.308,0.335,0.335
2716,2003,45.79723,-70.057279,70352385010538,53052805010538,25,2003,0,0.048,0.071,0.082,0.099,0.099
2718,2003,45.40627,-70.553621,70314843010538,53074276010538,7,2003,0,0.314,0.386,0.426,0.471,0.471
2719,2003,46.28678,-69.047546,70338247010538,53038156010538,21,2003,10,0.266,0.309,0.276,0.322,0.322
2720,2003,44.8692,-68.26348,70320363010538,53079992010538,9,2003,10,0.327,0.398,0.247,0.218,0.218
2721,2003,45.23703,-70.509615,70313935010538,53073450010538,7,2003,10,0.16,0.204,0.271,0.105,0.105
2722,2003,44.9949,-69.329212,70290528010538,53092357010538,19,2003,0,0,0,0,0,0
2723,2003,45.41137,-69.334416,70337217010538,53037124010538,21,2003,0,0.404,0.381,0.417,0.391,0.391
2726,2003,46.69091,-69.84625,70298826010538,53106515010538,3,2003,0,0.163,0.199,0.259,0.329,0.329
2728,2003,45.57902,-70.184288,70346476010538,53046625010538,25,2003,10,0.256,0.165,0.143,0.141,0.141
2729,2003,44.40546,-68.41451,70321040010538,53080658010538,9,2003,0,0,0,0,0,0
2730,2003,44.79917,-69.410663,70344836010538,53044836010538,25,2003,0,0.221,0.203,0.225,0.23,0.23
2731,2003,45.94864,-69.917578,70346084010538,53046224010538,25,2003,0,0.4,0.385,0.442,0.472,0.472
2732,2003,44.47383,-68.361713,70320959010538,53080575010538,9,2003,20,0.063,0.097,0.106,0.131,0.131
2733,2003,45.79691,-68.851294,70331111010538,53100046010538,21,2003,0,0.441,0.418,0.426,0.431,0.431
2735,2003,45.01369,-67.82374,70360154010538,53060774010538,29,2003,10,0.257,0.231,0.227,0.294,0.294
2737,2003,43.5113,-70.51308,70365573010538,53066319010538,31,2003,0,0.152,0.176,0.224,0.242,0.242
2738,2003,45.54338,-68.067688,70292985010538,53094948010538,19,2003,10,0.095,0.113,0.169,0.233,0.233
2739,2003,44.08639,-70.444099,70293293010538,53100678010538,1,2003,10,0.298,0.305,0.352,0.441,0.441
2740,2003,46.48629,-68.187737,70298699010538,53106384010538,3,2003,10,0.12,0.124,0.098,0.199,0.199
2741,2003,45.42393,-70.128204,70346768010538,53046928010538,25,2003,0,0.029,0.078,0.115,0.176,0.176
2743,2002,44.59057,-68.316139,70319188010538,53078735010538,9,2003,10,0.191,0.168,0.211,0.245,0.245
2744,2003,44.90801,-67.425305,70359512010538,53060106010538,29,2003,0,0.18,0.269,0.339,0.347,0.347
2746,2003,44.81977,-67.914271,70357834010538,53058473010538,29,2003,0,0.171,0.235,0.278,0.288,0.288
2749,2003,45.78791,-68.217878,70300089010538,53107838010538,3,2003,0,0.088,0.153,0.226,0.273,0.273
2750,2003,46.03055,-67.791806,70302974010538,53110918010538,3,2003,0,0.103,0.127,0.204,0.217,0.217
2751,2003,44.04474,-69.103672,70324319010538,53084055010538,13,2003,0,0.295,0.244,0.266,0.318,0.318
2755,2003,44.51159,-69.735814,70322151010538,53081799010538,11,2003,0,0.057,0.1,0.139,0.138,0.138
2756,2003,43.86917,-69.63104,70324543010538,53084285010538,15,2003,10,0.059,0.042,0.048,0.055,0.055
2757,2003,44.09796,-69.475941,70324836010538,53084668010538,15,2003,10,0.174,0.247,0.284,0.282,0.282
2758,2003,45.46348,-69.966995,70351570010538,53051987010538,25,2003,50,0.067,0.14,0.175,0.252,0.252
2761,2003,47.15159,-67.994287,70306825010538,53114771010538,3,2003,0,0,0,0,0,0
2764,2003,46.72149,-68.858225,70308884010538,53068293010538,3,2003,0,0.087,0.11,0.16,0.168,0.168
2765,2003,45.11272,-70.155245,70316669010538,53076164010538,7,2003,0,0.1,0.092,0.13,0.157,0.157
2766,2003,45.74345,-69.056816,70339240010538,53039161010538,21,2003,0,0.331,0.386,0.372,0.361,0.361
2767,2003,45.09339,-67.226987,70364223010538,53064918010538,29,2003,0,0.19,0.199,0.247,0.268,0.268
2768,2003,45.05799,-69.830406,70349328010538,53049647010538,25,2003,10,0.293,0.157,0.166,0.132,0.132
2770,2003,44.51624,-67.933304,70357926010538,53058567010538,29,2003,10,0.357,0.041,0.052,0.07,0.07
2772,2003,46.29431,-69.196574,70341437010538,53041391010538,21,2003,10,0.303,0.03,0.042,0.064,0.064
2773,2003,45.57499,-70.041687,70348658010538,53048973010538,25,2003,10,0.135,0.127,0.138,0.172,0.172
2776,2003,44.36927,-70.598395,70284953010538,53086534010538,17,2003,10,0.223,0.218,0.266,0.296,0.296
2777,2003,44.53652,-68.71562,70321633010538,53081273010538,9,2003,0,0.157,0.172,0.18,0.179,0.179
2778,2003,45.05797,-67.471428,70361580010538,53062226010538,29,2003,10,0.297,0.354,0.095,0.091,0.091
2779,2003,43.95701,-70.327746,70311841010538,53071280010538,5,2003,10,0.168,0.225,0.263,0.329,0.329
2780,2003,46.1267,-68.929846,70332891010538,53032616010538,21,2003,0,0.324,0.34,0.366,0.418,0.418
2781,2003,45.48366,-67.674427,70360033010538,53060642010538,29,2003,10,0.174,0.179,0.04,0.056,0.056
2782,2003,44.26189,-69.509313,70325079010538,53084915010538,15,2003,0,0.005,0.006,0.008,0.009,0.009
2783,2003,45.67801,-68.954891,70337011010538,53036915010538,21,2003,0,0.045,0.046,0.047,0.038,0.038
2786,2003,46.87692,-68.686244,70308325010538,53067719010538,3,2003,0,0.398,0.438,0.458,0.484,0.484
2788,2003,45.23413,-67.545658,70362188010538,53062847010538,29,2003,10,0.281,0.33,0.32,0.169,0.169
2790,2003,44.9988,-68.732937,70289766010538,53091507010538,19,2003,0,0.089,0.15,0.212,0.287,0.287
2791,2003,45.26968,-68.476178,70291305010538,53093219010538,19,2003,10,0.09,0.118,0.136,0.118,0.118
2795,2003,45.75446,-68.484563,70328796010538,53097678010538,19,2003,0,0.215,0.29,0.381,0.415,0.415
2798,2003,46.9262,-69.686344,70297162010538,53104774010538,3,2003,0,0.048,0.08,0.131,0.158,0.158
2799,2003,44.14665,-69.829354,70344261010538,53044244010538,23,2003,0,0,0,0,0,0
2800,2003,44.78454,-68.300906,70320515010538,53080146010538,9,2003,10,0.069,0.082,0.137,0.198,0.198
2802,2003,44.66457,-67.866695,70358298010538,53058948010538,29,2003,0,0.129,0.167,0.24,0.29,0.29
2803,2003,44.99468,-71.046953,70285523010538,53087131010538,17,2003,10,0.127,0.029,0.061,0.132,0.132
2804,2003,46.20881,-68.291764,70295958010538,53103501010538,3,2003,10,0.149,0.159,0.112,0.094,0.094
2807,2003,45.06141,-69.695323,70350538010538,53050937010538,25,2003,10,0.312,0.222,0.199,0.187,0.187
2808,2003,46.41375,-69.332731,70343042010538,53043021010538,21,2003,10,0.164,0.13,0.153,0.188,0.188
2810,2003,44.29103,-69.722625,70322362010538,53082023010538,11,2003,0,0,0,0,0,0
2812,2003,46.98071,-68.355961,70307979010538,53067367010538,3,2003,0,0.111,0.164,0.211,0.299,0.299
2813,2003,43.77986,-70.687474,70366252010538,53067005010538,31,2003,10,0.225,0.215,0.111,0.161,0.161
2815,2003,45.06256,-71.027229,70288992010538,53090685010538,17,2003,10,0.24,0.287,0.287,0.317,0.317
2819,2003,43.99492,-69.952844,70344132010538,53044113010538,23,2003,0,0.341,0.373,0.44,0.47,0.47
2820,2003,45.35477,-68.832264,70336255010538,53036190010538,21,2003,10,0.248,0.149,0.155,0.235,0.235
2821,2003,44.07896,-69.32387,70324987010538,53084822010538,15,2003,0,0.111,0.118,0.137,0.148,0.148
2822,2003,45.63175,-70.520921,70354493010538,53054946010538,25,2003,0,0.282,0.344,0.372,0.421,0.421
2823,2003,45.8225,-68.584856,70328923010538,53097807010538,19,2003,10,0.183,0.176,0.213,0.234,0.234
2824,2003,43.649,-70.775212,70365168010538,53065899010538,31,2003,0,0.177,0.225,0.259,0.284,0.284
2826,2003,44.95234,-68.777883,70327757010538,53096615010538,19,2003,0,0.005,0.006,0.006,0.006,0.006
2827,2003,45.51143,-70.26051,70352673010538,53053099010538,25,2003,0,0.048,0.051,0.055,0.072,0.072
2829,2003,44.92429,-69.355719,70347166010538,53047346010538,25,2003,10,0.348,0.332,0.388,0.4,0.4
2831,2003,44.40029,-70.00168,70321835010538,53081478010538,11,2003,0,0.229,0.277,0.33,0.379,0.379
2832,2003,46.48418,-68.832626,70337569010538,53037466010538,21,2003,10,0.365,0.297,0.332,0.347,0.347
2833,2003,46.34952,-68.152749,70305383010538,53113339010538,3,2003,10,0.188,0.198,0.256,0.133,0.133
2834,2003,44.4463,-70.939264,70326077010538,53085950010538,17,2003,10,0.249,0.235,0.264,0.12,0.12
2835,2003,46.10008,-68.807837,70290301010538,53092093010538,19,2003,0,0.096,0.108,0.115,0.138,0.138
2838,2003,44.81601,-69.674732,70350250010538,53050640010538,25,2003,10,0.034,0.055,0.056,0.055,0.055
2839,2003,44.02636,-70.07267,70293563010538,53100966010538,1,2003,0,0.688,0.773,0.813,0.898,0.898
2840,2003,45.65681,-68.336195,70301931010538,53109846010538,3,2003,10,0.371,0.12,0.136,0.181,0.181
2841,2003,46.56555,-69.535697,70343695010538,53043670010538,21,2003,0,0.188,0.221,0.264,0.306,0.306
2842,2003,46.18532,-70.274726,70354917010538,53055376010538,25,2003,10,0.058,0.057,0.086,0.035,0.035
2845,2003,44.96735,-68.523906,70289450010538,53091187010538,19,2003,0,0.233,0.234,0.241,0.287,0.287
2846,2003,46.16829,-70.102653,70353594010538,53054038010538,25,2003,0,0.34,0.349,0.347,0.309,0.309
2847,2003,45.71958,-68.086647,70304341010538,53112272010538,3,2003,10,0.335,0.16,0.18,0.21,0.21
2848,2003,45.71459,-69.335862,70339701010538,53039628010538,21,2003,10,0.146,0.143,0.091,0.028,0.028
2849,2003,45.19267,-70.144488,70351967010538,53052379010538,25,2003,10,0.01,0.05,0.118,0.188,0.188
2851,2003,46.4314,-67.870894,70298811010538,53106499010538,3,2003,0,0,0,0,0,0
2852,2003,44.82141,-69.059469,70290770010538,53092622010538,19,2003,0,0.262,0.294,0.297,0.326,0.326
2855,2003,46.32265,-67.991187,70305184010538,53113132010538,3,2003,50,0.101,0.105,0.108,0.115,0.115
2856,2003,44.39963,-70.48578,70286326010538,53088004010538,17,2003,0,0.172,0.216,0.185,0.196,0.196
2857,2003,45.54619,-70.424082,70347776010538,53048034010538,25,2003,0,0.333,0.351,0.375,0.431,0.431
2859,2003,46.97213,-68.827503,70298318010538,53106006010538,3,2003,10,0.34,0.331,0.334,0.36,0.36
2861,2003,46.7586,-69.620836,70310739010538,53070160010538,3,2003,10,0.318,0.301,0.325,0.37,0.37
2862,2003,44.80973,-67.28766,70359141010538,53059808010538,29,2003,0,0.085,0.187,0.256,0.314,0.314
2863,2003,45.20614,-68.966666,70335220010538,53035093010538,21,2003,10,0.139,0.179,0.225,0.251,0.251
2864,2003,45.60265,-69.609346,70334187010538,53034017010538,21,2003,10,0.293,0.306,0.357,0.2,0.2
2865,2003,44.48435,-68.770937,70321799010538,53081441010538,9,2003,0,0.004,0.007,0.006,0.007,0.007
2866,2003,46.15037,-68.699813,70330717010538,53099637010538,19,2003,10,0.362,0.354,0.359,0.1,0.1
2868,2003,43.96463,-69.596999,70324708010538,53084517010538,15,2003,0,0.509,0.544,0.584,0.605,0.605
2869,2003,44.95057,-67.18053,70359361010538,53059941010538,29,2003,10,0.249,0.25,0.146,0.141,0.141
2870,2003,45.67642,-67.919403,70300441010538,53108247010538,3,2003,0,0.034,0.038,0.07,0.085,0.085
2871,2003,43.98439,-70.46105,70312242010538,53071713010538,5,2003,10,0.295,0.157,0.209,0.243,0.243
2872,2003,43.45324,-70.51691,70365784010538,53066527010538,31,2003,10,0.258,0.312,0.362,0.429,0.429
2874,2003,44.38573,-68.64511,70321071010538,53080691010538,9,2003,0,0.415,0.428,0.466,0.466,0.466
2875,2003,43.79642,-70.85134,70366402010538,53067157010538,31,2003,0,0,0,0,0.001,0.001
2876,2003,46.07105,-68.554606,70330226010538,53099140010538,19,2003,0,0.247,0.283,0.368,0.406,0.406
2877,2003,46.95334,-68.64234,70308191010538,53067582010538,3,2003,10,0.246,0.089,0.107,0.135,0.135
2878,2003,44.81348,-68.909941,70292050010538,53093974010538,19,2003,0,0.023,0.031,0.059,0.075,0.075
2879,2003,45.80731,-69.589954,70334549010538,53034390010538,21,2003,10,0.24,0.26,0.149,0.177,0.177
2880,2003,43.66839,-70.414666,70312104010538,53071567010538,5,2003,0,0.543,0.272,0.447,0.526,0.526
2882,2003,45.29003,-70.241621,70348048010538,53048316010538,25,2003,10,0.356,0.173,0.214,0.258,0.258
2883,2003,45.2477,-68.892801,70336381010538,53036318010538,21,2003,0,0.31,0.357,0.413,0.406,0.406
2884,2003,46.20626,-69.054048,70341635010538,53041597010538,21,2003,0,0.245,0.254,0.302,0.239,0.239
2886,2003,44.56302,-67.896766,70356977010538,53057544010538,29,2003,0,0.15,0.186,0.191,0.215,0.215
2889,2003,43.85414,-70.035973,70312686010538,53072173010538,5,2003,10,0.45,0.487,0.543,0.343,0.343
2891,2003,44.37196,-69.637299,70322980010538,53082685010538,11,2003,0,0,0.324,0.366,0.417,0.417
2892,2003,46.62494,-69.744855,70310903010538,53070326010538,3,2003,10,0.142,0.144,0.176,0.011,0.011
2893,2003,44.60966,-70.246789,70317256010538,53076786010538,7,2003,0,0.439,0.506,0.523,0.557,0.557
2894,2003,45.4426,-67.935987,70363152010538,53063825010538,29,2003,10,0.064,0.036,0.074,0.119,0.119
2895,2003,46.60935,-69.142173,70301071010538,53108947010538,3,2003,0,0.04,0.124,0.196,0.313,0.313
2896,2003,46.38685,-69.740364,70347344010538,53047526010538,25,2003,0,0.323,0.385,0.443,0.47,0.47
2897,2003,45.18102,-70.697158,70315775010538,53075240010538,7,2003,10,0.375,0.405,0.416,0.426,0.426
2898,2003,43.90152,-70.199113,70311741010538,53071175010538,5,2003,0,0.192,0.191,0.144,0.124,0.124
2900,2003,44.6897,-67.622708,70358720010538,53059374010538,29,2003,10,0.254,0.007,0.017,0.048,0.048
2903,2003,44.76821,-69.15764,70328159010538,53097025010538,19,2003,0,0.192,0.21,0.223,0.246,0.246
2906,2003,45.08897,-70.00202,70346838010538,53047000010538,25,2003,10,0.248,0.141,0.168,0.151,0.151
2907,2003,45.10002,-70.790268,70318846010538,53078384010538,7,2003,0,0.16,0.145,0.191,0.241,0.241
2908,2003,46.54221,-69.619015,70343794010538,53043771010538,21,2003,0,0.096,0.204,0.3,0.366,0.366
2912,2002,44.84018,-68.077146,70357659010538,53058296010538,29,2003,0,0.171,0.258,0.356,0.415,0.415
2913,2003,45.4544,-68.561151,70327481010538,53096331010538,19,2003,0,0,0,0,0,0
2914,2003,47.12395,-68.874076,70302563010538,53110494010538,3,2003,0,0.311,0.302,0.361,0.417,0.417
2916,2003,46.71289,-68.009428,70301715010538,53109617010538,3,2003,0,0.027,0.052,0.075,0.085,0.085
2917,2003,44.52717,-69.098201,70355452010538,53055935010538,27,2003,10,0.259,0.286,0.065,0.088,0.088
2918,2003,44.97768,-70.117248,70314382010538,53045952010538,7,2003,10,0.229,0.266,0,0,0
2919,2003,44.29339,-70.463183,70325622010538,53085474010538,17,2003,10,0.212,0.144,0.162,0.215,0.215
2920,2003,45.4675,-70.4739,70347692010538,53047892010538,25,2003,10,0.089,0.082,0.005,0.004,0.004
2923,2003,43.48382,-70.912765,70366132010538,53066881010538,31,2003,0,0.254,0.288,0.327,0.358,0.358
2925,2003,46.99365,-69.168941,70299002010538,53106696010538,3,2003,10,0.332,0.132,0.17,0.161,0.161
2928,2003,45.13815,-69.018317,70332264010538,53031939010538,21,2003,0,0.063,0.09,0.099,0.134,0.134
2929,2003,44.96096,-67.950068,70362492010538,53063157010538,29,2003,50,0.013,0.054,0.08,0.177,0.177
2930,2003,43.82474,-70.255955,70312886010538,53072375010538,5,2003,0,0.39,0.43,0.488,0.494,0.494
2931,2003,44.65912,-70.198842,70317098010538,53076622010538,7,2003,0,0.275,0.315,0.372,0.397,0.397
2932,2003,45.97135,-70.26086,70353941010538,53054393010538,25,2003,10,0.201,0.186,0.22,0.248,0.248
2933,2003,45.66723,-69.558617,70340354010538,53040289010538,21,2003,0,0.034,0.093,0.173,0.23,0.23
2934,2003,46.02642,-68.810415,70292104010538,53094031010538,19,2003,10,0.096,0.12,0.125,0.15,0.15
2936,2003,44.27313,-69.109199,70355574010538,53056059010538,27,2003,0,0,0,0,0,0
2938,2003,45.55271,-67.444553,70358940010538,53059596010538,29,2003,10,0.267,0.313,0.268,0.091,0.091
2939,2003,45.73282,-67.851197,70303333010538,53111245010538,3,2003,10,0.183,0.233,0.301,0.378,0.378
2940,2003,46.93885,-69.240335,70294931010538,53102403010538,3,2003,10,0.287,0.305,0.342,0.282,0.282
2941,2003,46.45446,-69.703633,70343989010538,53043968010538,21,2003,0,0.168,0.19,0.207,0.241,0.241
2942,2003,46.04769,-70.006448,70353849010538,53054297010538,25,2003,10,0.188,0.206,0.233,0.263,0.263
2943,2003,45.96789,-69.462157,70342603010538,53042574010538,21,2003,0,0.112,0.184,0.266,0.332,0.332
2944,2003,44.8304,-71.006512,70284691010538,53086262010538,17,2003,10,0.458,0.51,0.322,0.377,0.377
2946,2003,46.85755,-68.101572,70306280010538,53114226010538,3,2003,0,0.199,0.375,0.474,0.601,0.601
2947,2003,45.3295,-70.617907,70314194010538,53073731010538,7,2003,0,0.384,0.445,0.465,0.465,0.465
2948,2003,45.25357,-67.677204,70357623010538,53058259010538,29,2003,0,0.004,0.005,0.005,0.005,0.005
2949,2003,46.68149,-67.84565,70304677010538,53112612010538,3,2003,0,0,0,0,0,0
2950,2003,46.62589,-68.501366,70296546010538,53104109010538,3,2003,0,0.122,0.168,0.208,0.276,0.276
2951,2003,45.90795,-67.908629,70300333010538,53108086010538,3,2003,10,0.081,0.109,0.156,0.156,0.156
2953,2003,44.96945,-70.286208,70317620010538,53077154010538,7,2003,0,0.28,0.241,0.273,0.285,0.285
2954,2003,45.86168,-67.977132,70303507010538,53111421010538,3,2003,10,0.276,0.281,0.299,0.26,0.26
2955,2003,43.44988,-70.390348,70364446010538,53065172010538,31,2003,0,0.162,0.206,0.191,0.217,0.217
2956,2003,44.87414,-69.422642,70349927010538,53050310010538,25,2003,0,0,0,0,0,0
2958,2003,45.15755,-69.945263,70351801010538,53052211010538,25,2003,10,0.346,0.329,0.325,0.062,0.062
2959,2003,44.91202,-69.754372,70344421010538,53044409010538,25,2003,10,0.189,0.175,0.093,0.134,0.134
2960,2003,45.49152,-68.286297,70290198010538,53091947010538,19,2003,0,0.039,0.066,0.086,0.123,0.123
2961,2003,44.5259,-68.514609,70321056010538,53080674010538,9,2003,0,0,0,0,0,0
2963,2003,44.5205,-70.287916,70325274010538,53085116010538,17,2003,10,0.357,0.279,0.319,0.29,0.29
2964,2003,47.24739,-69.366237,70299126010538,53106831010538,3,2003,50,0.06,0.12,0.159,0.219,0.219
2968,2003,46.25769,-69.257576,70341763010538,53041727010538,21,2003,10,0.172,0.22,0.255,0.263,0.263
2969,2003,45.32921,-70.00309,70348568010538,53048842010538,25,2003,10,0.049,0.064,0.105,0.14,0.14
2971,2003,44.36376,-70.805729,70288022010538,53089703010538,17,2003,10,0.136,0.163,0.07,0.088,0.088
2973,2003,45.33341,-70.782885,70318591010538,53078119010538,7,2003,0,0.45,0.517,0.446,0.442,0.442
2974,2003,44.01149,-70.488665,70313264010538,53072759010538,5,2003,10,0.151,0.178,0.044,0.066,0.066
2976,2003,45.22898,-69.453647,70337441010538,53037352010538,21,2003,0,0.147,0.181,0.219,0.266,0.266
2977,2003,45.78251,-69.850327,70352230010538,53052648010538,25,2003,0,0.072,0.135,0.175,0.244,0.244
2980,2003,46.22564,-69.863661,70353214010538,53053652010538,25,2003,10,0.18,0.14,0.004,0.021,0.021
2981,2003,45.29982,-68.688347,70290920010538,53092781010538,19,2003,0,0.284,0.316,0.334,0.319,0.319
2983,2003,44.23407,-69.920022,70322995010538,53082701010538,11,2003,0,0.282,0.297,0.061,0.069,0.069
2984,2003,44.52397,-70.449466,70285197010538,53086794010538,17,2003,0,0,0.007,0.027,0.055,0.055
2985,2003,47.41236,-69.03759,70297372010538,53105001010538,3,2003,0,0.081,0.13,0.183,0.219,0.219
2991,2003,45.726,-69.467965,70333734010538,53033499010538,21,2003,10,0.122,0.059,0.07,0.113,0.113
2992,2003,45.60717,-67.968007,70364020010538,53064713010538,29,2003,10,0.293,0.345,0.102,0.142,0.142
2993,2003,45.06468,-68.468938,70326956010538,53095792010538,19,2003,0,0.112,0.165,0.235,0.286,0.286
2994,2003,46.71224,-68.231798,70296082010538,53103630010538,3,2003,10,0.212,0.22,0.247,0.153,0.153
2995,2003,44.45043,-68.600279,70319050010538,53078592010538,9,2003,0,0,0,0,0,0
2996,2003,45.67715,-70.340141,70345505010538,53045497010538,25,2003,10,0.187,0.209,0.257,0.309,0.309
2998,2003,45.69988,-69.152333,70335989010538,53035908010538,21,2003,10,0.231,0.261,0.299,0.349,0.349
2999,2003,45.07764,-68.105662,70319490010538,53079087010538,9,2003,10,0.092,0.102,0.121,0.068,0.068
3001,2003,45.9133,-69.116989,70333053010538,53032783010538,21,2003,10,0.162,0.187,0.227,0.139,0.139
3003,2003,46.80729,-69.536778,70296668010538,53104239010538,3,2003,0,0.128,0.152,0.19,0.244,0.244
3004,2003,46.64062,-68.884773,70309004010538,53068399010538,3,2003,10,0.283,0.283,0.253,0.242,0.242
3005,2003,45.68783,-68.517402,70291259010538,53093136010538,19,2003,10,0,0,0.039,0.104,0.104
3010,2003,46.29801,-69.615898,70343585010538,53043558010538,21,2003,10,0.403,0.427,0.494,0.256,0.256
3012,2003,44.3425,-69.047225,70356306010538,53056808010538,27,2003,10,0.021,0.024,0.028,0.031,0.031
3013,2003,45.55625,-69.437625,70332132010538,53031805010538,21,2003,0,0.19,0.226,0.268,0.306,0.306
3015,2002,44.15871,-68.845242,70324033010538,53083760010538,13,2003,0,0.161,0.201,0.154,0.213,0.213
3016,2003,46.99853,-68.545581,70308146010538,53067535010538,3,2003,0,0.019,0.02,0.019,0.02,0.02
3017,2003,44.66035,-70.771613,70289225010538,53090922010538,17,2003,0,0,0.01,0.013,0.014,0.014
3018,2003,43.87167,-70.800339,70284841010538,53086420010538,17,2003,10,0.335,0.348,0.374,0.438,0.438
3019,2003,44.54853,-70.659404,70287392010538,53089057010538,17,2003,0,0,0,0,0,0
3020,2003,46.89479,-69.309239,70310175010538,53069598010538,3,2003,10,0.395,0.266,0.243,0.297,0.297
3021,2003,44.59607,-69.688294,70349801010538,53050143010538,25,2003,10,0.136,0.165,0.185,0.216,0.216
3022,2003,45.73558,-68.275371,70304533010538,53112466010538,3,2003,10,0.195,0.102,0.124,0.15,0.15
3023,2003,44.74683,-68.976012,70328055010538,53096919010538,19,2003,0,0.271,0.308,0.361,0.244,0.244
3024,2003,45.84916,-67.800494,70303103010538,53111051010538,3,2003,0,0.225,0.288,0.328,0.376,0.376
3025,2003,45.4894,-68.711709,70329842010538,53098745010538,19,2003,10,0.31,0.302,0.208,0.244,0.244
3026,2003,44.63486,-69.814727,70350427010538,53050821010538,25,2003,0,0,0,0,0,0
3027,2003,46.15965,-69.736347,70347508010538,53047701010538,25,2003,0,0.079,0.174,0.179,0.195,0.195
3028,2003,44.81766,-68.348476,70320683010538,53080317010538,9,2003,0,0.121,0.143,0.156,0.2,0.2
3032,2003,44.13937,-69.227753,70323924010538,53083649010538,13,2003,0,0.153,0.191,0.239,0.284,0.284
3034,2003,45.87411,-68.96247,70338711010538,53038626010538,21,2003,0,0.244,0.241,0.275,0.34,0.34
3036,2003,45.3988,-69.981539,70351651010538,53052057010538,25,2003,0,0.112,0.183,0.189,0.247,0.247
3038,2003,46.26856,-68.880771,70338071010538,53037982010538,21,2003,0,0.262,0.266,0.259,0.276,0.276
3042,2003,44.69899,-69.96535,70350828010538,53051231010538,25,2003,10,0.23,0.32,0.404,0.463,0.463
3045,2003,46.37332,-68.531413,70292500010538,53094445010538,19,2003,10,0.226,0.268,0.309,0.043,0.043
3046,2003,44.86686,-70.564086,70318200010538,53077724010538,7,2003,0,0.342,0.381,0.388,0.358,0.358
3048,2003,46.79995,-69.406753,70300886010538,53108754010538,3,2003,10,0.326,0.431,0.416,0.257,0.257
3051,2003,44.75057,-68.108943,70319913010538,53079536010538,9,2003,0,0.057,0.07,0.113,0.192,0.192
3052,2003,44.56367,-69.303,70355316010538,53055797010538,27,2003,0,0.098,0.138,0.208,0.282,0.282
3053,2003,46.6437,-69.493305,70297848010538,53105492010538,3,2003,0,0.037,0.09,0.151,0.201,0.201
3056,2003,43.45691,-70.737966,70365272010538,53066008010538,31,2003,0,0.376,0.428,0.487,0.492,0.492
3057,2003,46.63698,-69.300842,70297458010538,53105098010538,3,2003,0,0.074,0.125,0.193,0.234,0.234
3058,2003,44.41029,-70.773146,70287698010538,53089371010538,17,2003,10,0.133,0.133,0.158,0.209,0.209
3059,2003,44.9508,-68.334344,70321431010538,53081067010538,9,2003,0,0.068,0.091,0.131,0.166,0.166
3060,2003,46.56748,-68.939636,70332365010538,53032078010538,21,2003,0,0.169,0.236,0.25,0.304,0.304
3061,2003,45.14737,-67.58474,70357135010538,53057704010538,29,2003,10,0.216,0.242,0.285,0.116,0.116
3062,2003,45.38931,-68.597868,70292476010538,53094419010538,19,2003,0,0,0.001,0,0.001,0.001
3063,2003,44.2218,-70.532734,70285045010538,53086628010538,17,2003,10,0.298,0.356,0.372,0.457,0.457
3064,2003,43.56602,-70.289725,70312540010538,53072025010538,5,2003,0,0.393,0.417,0.445,0.46,0.46
3066,2003,46.24789,-70.036983,70353440010538,53053882010538,25,2003,10,0.203,0.173,0.195,0.242,0.242
3067,2003,44.61996,-70.036603,70315625010538,53075085010538,7,2003,0,0.146,0.189,0.26,0.289,0.289
3069,2003,46.47985,-69.442175,70343200010538,53043181010538,21,2003,50,0.02,0.069,0.047,0.11,0.11
